employer,employer_url,ats,search_term,job_title,job_url,extraction_reason,captured_at
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Director, Transaction Services | Mergers, Integrations & Carve-Outs | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Denver-CO/Director--Transaction-Services---Mergers--Integrations---Carve-Outs---Corporate-Finance_JR260WP-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Senior Director, HRMA | Forensic & Litigation Consulting",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/United-States/Senior-Director--HRMA---Forensic---Litigation-Consulting_JR260VQ-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Executive Assistant Team Lead, Strategic Communications",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/New-York-NY/Executive-Assistant-Team-Lead--Strategic-Communications_JR260142?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,Senior Conflicts Analyst,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/United-States/Senior-Conflicts-Analyst_JR260102?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, M&A and Activism Communications",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Chicago-IL/Consultant--M-A-and-Activism-Communications_JR260P9-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, Center for Healthcare Economics and Policy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Center-for-Healthcare-Economics-and-Policy_JR260135-1?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Director (Energy), Economic Regulation Advisory",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Paris-France/Director--Energy---Economic-Regulation-Advisory_JR251AG-TEE-1?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Senior Consultant (Energy), Economic Regulation Advisory",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Paris-France/Senior-Consultant--Energy---Economic-Regulation-Advisory_JR260100?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Director, Acuity Review Manager | Technology",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Director--Acuity-Review-Manager---Technology_JR26087-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, Public Affairs - Energy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Public-Affairs---Energy_JR260TS-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Senior Consultant, CPA, Technical Accounting & Advisory",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Boston-MA/Senior-Consultant--CPA--Technical-Accounting---Advisory_JR260KS-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, Public Affairs - Industrials",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Public-Affairs---Industrials_JR260117?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, Lender Services | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Chicago-IL/Consultant--Lender-Services---Corporate-Finance_JR260114?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Consultant, Public Affairs - Financial Services",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Public-Affairs---Financial-Services_JR260108?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Senior Consultant, Restructuring | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Atlanta-GA/Senior-Consultant--Restructuring---Corporate-Finance_JR260NF-TEE?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"Associate, Operational Restructuring (Amsterdam) l Corporate Finance & Restructuring",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Amsterdam-Netherlands/Associate_JR260090?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),research,"(Senior) Consultant, Financial Restructuring (Amsterdam) l Corporate Finance & Restructuring",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Amsterdam-Netherlands/XMLNAME--Senior--Consultant--Financial-Restructuring--Amsterdam--l-Corporate-Finance---Restructuring_JR260103?q=research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:53.657934+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Director, Transaction Services | Mergers, Integrations & Carve-Outs | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Denver-CO/Director--Transaction-Services---Mergers--Integrations---Carve-Outs---Corporate-Finance_JR260WP-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Consultant, Strategic Finance |Office of the CFO, Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Atlanta-GA/Senior-Consultant--Strategic-Finance--Office-of-the-CFO--Corporate-Finance_JR260KU-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Director | Software Solutions, Data and Analytics",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/London-United-Kingdom/Senior-Director---Software-Solutions--Data-and-Analytics_JR260NK-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Director, HRMA | Forensic & Litigation Consulting",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/United-States/Senior-Director--HRMA---Forensic---Litigation-Consulting_JR260VQ-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"(Senior) Consultant (m/w/d), Business Transformation - Financial Services",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Frankfurt-Germany/XMLNAME--Senior--Consultant--m-f-d---Financial-Services---Corporate-Finance_JR2602I-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"(Senior) Director (m/f/d), Business Transformation - Financial Services",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Frankfurt-Germany/XMLNAME--Senior--Director--m-f-d---Financial-Services---Corporate-Finance_JR2509N-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Executive Assistant Team Lead, Strategic Communications",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/New-York-NY/Executive-Assistant-Team-Lead--Strategic-Communications_JR260142?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,Senior Conflicts Analyst,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/United-States/Senior-Conflicts-Analyst_JR260102?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Consultant (m/w/d), German Markets | Economic Financial Consulting",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Frankfurt-Germany/Senior-Consultant--m-w-d----German-Markets--Economic-Financial-Consulting_JR2417G-TEE-1?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Consultant | Restructuring , Corporate Finance | Brazil",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Sao-Paulo-Brazil/Senior-Consultant---Restructuring---Corporate-Finance----Brazil_JR260G6-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Consultant, Healthcare Business Transformation Operations | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/New-York-NY/Consultant--Healthcare-Business-Transformation-Operations---Corporate-Finance_JR260NZ-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Consultant, Center for Healthcare Economics and Policy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Center-for-Healthcare-Economics-and-Policy_JR260135-1?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,Senior Director| Financial Services (Insurance) | Strategic Communications,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/London-United-Kingdom/Senior-Director--Financial-Services--Insurance----Strategic-Communications_JR251WC-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Director, Acuity Review Manager | Technology",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Director--Acuity-Review-Manager---Technology_JR26087-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Consultant, Public Affairs - Energy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Public-Affairs---Energy_JR260TS-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Senior Consultant, CPA, Technical Accounting & Advisory",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Boston-MA/Senior-Consultant--CPA--Technical-Accounting---Advisory_JR260KS-TEE?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),data,"Consultant, Lender Services | Corporate Finance",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Chicago-IL/Consultant--Lender-Services---Corporate-Finance_JR260114?q=data,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:39:56.777095+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),medical writer,"Director, Business Transformation (Operations) | Corporate Finance & Restructuring",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/London-United-Kingdom/Director--Business-Transformation--Operations----Corporate-Finance---Restructuring_JR251VG-TEE?q=medical%20writer,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:06.082534+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),medical writer,"Senior Consultant, Business Transformation (Operations) | Corporate Finance & Restructuring",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/London-United-Kingdom/Senior-Consultant--Business-Transformation--Operations----Corporate-Finance---Restructuring_JR251VF-TEE?q=medical%20writer,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:06.082534+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,"Consultant, Center for Healthcare Economics and Policy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Center-for-Healthcare-Economics-and-Policy_JR260135-1?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,Director - Accounting Advisory,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Melbourne-Australia/Director---Accounting-Advisory_JR260119?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,Senior Director - Accounting Adsivory,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Melbourne-Australia/Senior-Director---Accounting-Adsivory_JR260118?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,"Senior Director - Valuations, Melbourne",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Melbourne-Australia/Senior-Director---Valuations--Melbourne_JR260OO-TEE?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,Risk & Compliance Officer,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Melbourne-Australia/Risk---Compliance-Officer_JR260074?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,"Director, Corporate Reputation",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Brussels-Belgium/Director--Corporate-Reputation_JR260040?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,"Consultant - Cybersecurity, Sydney",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Sydney-Australia/Consultant---Cybersecurity--Sydney_JR260SY-TEE?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,Senior Consultant - Valuations,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Melbourne-Australia/Senior-Consultant---Valuations_JR260UQ-TEE?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,Consultant / Senior Consultant - Data & Analytics (Healthcare),https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Sydney-Australia/Consultant---Senior-Consultant----Data---Analytics--Healthcare-_JR260X7-TEE?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),public health,"Director, Financial Communications - Healthcare & Life Sciences",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Director--Financial-Communications---Healthcare---Life-Sciences_JR251YV-TEE?q=public%20health,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:09.194414+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),outcomes research,"Consultant, Center for Healthcare Economics and Policy",https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Washington-DC/Consultant--Center-for-Healthcare-Economics-and-Policy_JR260135-1?q=outcomes%20research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:15.385964+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),outcomes research,Manager - Mining Transformation Consulting,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/Brisbane-Australia/Director---BT-Mining---Brisbane_JR260MK-TEE?q=outcomes%20research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:15.385964+00:00
FTI Consulting Life Sciences,https://www.fticonsulting.com/careers,Workday (embedded/blocked API),outcomes research,Data Scientist | Artifical Intelligence,https://fticonsulting.wd108.myworkdayjobs.com/en-US/FTIConsultingCareers/job/London-United-Kingdom/Data-Scientist---Data---Analytics-AI---Forensic---Litigation-Consulting_JR260XP-TEE?q=outcomes%20research,card[css-19uc56f  jobTitle]; data-automation-id=jobTitle; url[/job/]; title_pattern,2026-06-21T22:40:15.385964+00:00
Franciscan Health,https://www.franciscanhealth.org/careers,Workday,research,Clinical Research Coordinator,https://jobs.franciscanhealth.org/us/en/job/R-127111/Clinical-Research-Coordinator,card[jobs-list-item au-target phw-card-block-nd]; url[/job/]; title_pattern,2026-06-21T22:41:58.509605+00:00
Franciscan Health,https://www.franciscanhealth.org/careers,Workday,research,Clinical Nurse Specialist,https://jobs.franciscanhealth.org/us/en/job/R-125282/Clinical-Nurse-Specialist,card[jobs-list-item au-target phw-card-block-nd]; url[/job/]; title_pattern,2026-06-21T22:41:58.509605+00:00
Franciscan Health,https://www.franciscanhealth.org/careers,Workday,research,Administrative Assistant,https://jobs.franciscanhealth.org/us/en/job/R-127899/Administrative-Assistant,card[jobs-list-item au-target phw-card-block-nd]; url[/job/]; title_pattern,2026-06-21T22:41:58.509605+00:00
