organization,domain,visible_url,primary_category,secondary_categories,confidence,notes
University of Nebraska Medical Center,unmc.edu,https://www.unmc.edu/hr/careers.html,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of Nevada Las Vegas School of Public Health,unlv.edu,https://www.unlv.edu/publichealth,academic,Academic Medical Centers; School of Public Health,high,SPH/Medicine; UNLV public health school; adjunct/epi potential
University of Nevada Reno School of Public Health,unr.edu,https://www.unr.edu/public-health,academic,Academic Medical Centers; School of Public Health,high,CEPH-accredited programs; SPH/Medicine; adjunct/epi potential
University of New Hampshire Health Sciences,usnh.edu,https://jobs.usnh.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of New Mexico College of Population Health,unmjobs.unm.edu,https://unmjobs.unm.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of North Carolina at Charlotte Public Health Sciences,uncc.edu,https://careers.uncc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of North Dakota School of Medicine,und.edu,https://jobs.und.edu/,Schools of Public Health,Academic Medical Centers; Schools of Public Health; Workday,medium,SPH; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of North Texas Health,unthsc.edu,https://jobs.unthsc.edu/,Schools of Public Health,Schools of Public Health; Workday,medium,SPH / health sciences; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>
University of Northern Colorado Colorado School of Public Health,unco.edu,https://www.unco.edu/nhs/colorado-school-public-health,academic,School of Public Health,high,Colorado SPH collaborative campus
University of Notre Dame Health Sciences,nd.edu,https://careers.nd.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Oklahoma Health,ouhealth.com,https://jobs.ouhealth.com/,Academic Medical Centers,Academic Medical Centers; Hospital Systems; Workday,medium,Academic medical center; Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
University of Oklahoma Health Sciences Center,ouhsc.edu,https://jobs.ouhsc.edu/,Academic Medical Centers,Academic Medical Centers,medium,Academic medical center
University of Oklahoma Hudson College of Public Health,ou.edu,https://jobs.ou.edu/,Academic Medical Centers,Academic Medical Centers; Workday; Workday (embedded; blocked API),medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_content; failure_reason=no_matching_roles
University of Pennsylvania Perelman School of Public Health,wd1.myworkdaysite.com,https://wd1.myworkdaysite.com/recruiting/upenn/careers-at-penn,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Pittsburgh Graduate School of Public Health,join.pitt.edu,https://www.join.pitt.edu/,Academic Medical Centers,Academic Medical Centers,medium,Academic
University of Pittsburgh School of Public Health,pitt.edu,https://www.publichealth.pitt.edu,academic,School of Public Health,high,Pennsylvania consortium coordinator
University of Puerto Rico Graduate School of Public Health,uprrp.edu,https://www.uprrp.edu/jobs/,Academic Medical Centers,Academic Medical Centers; Custom,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Puerto Rico SPH,upr.edu,https://www.upr.edu/carreras/,Schools of Public Health,Schools of Public Health; Workday,medium,SPH; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of Rhode Island Public Health,uri.edu,https://jobs.uri.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Rochester Medical Center,rochester.edu,https://rochester.edu/working/jobs/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of South Carolina Arnold School of Public Health,sc.edu,https://sc.edu/study/colleges_schools/public_health,academic,Academic Medical Centers; School of Public Health; Workday,high,Also seen under domain uscjobs.sc.edu; SPH/Medicine; Southeastern public health school; adjunct/epi potential; failure_reason=no_matching_roles
University of South Dakota Sanford School of Medicine,usd.edu,https://jobs.usd.edu/,Schools of Public Health,Academic Medical Centers; Schools of Public Health; Workday,medium,SPH; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of South Florida College of Public Health,usf.edu,https://www.usf.edu/work-at-usf/,Schools of Public Health,Academic Medical Centers; Schools of Public Health; Workday,medium,SPH; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Southern California Keck Medicine,usc.edu,https://jobs.usc.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -5] No address associated with hostname>
University of Tennessee College of Public Health,ut.taleo.net,https://ut.taleo.net/,Academic Medical Centers,Academic Medical Centers; Taleo,medium,Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Tennessee Health Science,uthsc.edu,https://uthsc.edu/hr/careers.php,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; failure_reason=fetch_failed:HTTP Error 404: Not Found
University of Texas School of Public Health,utsystem.edu,https://jobs.utsystem.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Utah Health,utah.edu,https://healthcare.utah.edu,hospital_system,Academic Hospital; Academic Medical Center; Academic Medical Centers; Hospital Systems; PeopleAdmin; Workday,high,Academic medical center; Academic medical center with patient care education and research expertise; Also seen under domain healthcare.utah.edu; Also seen under domain utah.peopleadmin.com; Hospital/cancer center; Mountain West academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 403: Forbidden; failure_reason=no_matching_roles; population health research
University of Utah School of Medicine,medicine.utah.edu,https://medicine.utah.edu/jobs,google_harvest,Academic Medical Center; Job Openings in PHS | Population Health Sciences,high,Population health sciences division job opportunities
University of Vermont College of Medicine,uvm.edu,https://www.uvm.edu/uvmjobs,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
University of Vermont Medical Center,uvmhealth.org,https://www.uvmhealth.org/careers,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; failure_reason=no_matching_roles
University of Virginia Health,uvahealth.org,https://jobs.uvahealth.org/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
University of Virginia Health System,medicalcenter.virginia.edu,https://www.medicalcenter.virginia.edu › population-health,hospital_system,Academic Hospital,high,Nationally ranked academic medical center with Level I trauma center and population health program
University of Virginia School of Medicine,virginia.edu,https://med.virginia.edu,academic,Academic Medical Center; Job Opportunities - Public Health Sciences; Medical School,high,Academic medical center with public health sciences division seeking epidemiologists and data scientists; Also seen under domain med.virginia.edu; UVA academic medical center
University of Washington Epidemiology,epi.washington.edu,https://epi.washington.edu/careers/epi,google_harvest,University; Careers - UW Epidemiology - University of Washington,high,University epidemiology department career opportunities
University of Washington IHME,washington.edu,https://www.washington.edu/jobs/,Academic Medical Centers,Academic Medical Centers; Custom; Hospital Systems,medium,Global health metrics; Hospital/cancer center; SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles; population health research
University of Washington School of Public Health,sph.washington.edu,https://sph.washington.edu,academic,School of Public Health; School of Public Health | University of Washington; University,high,"Dedicated to science, teaching, and community well-being; Pacific Northwest public health school; Strong global health and health metrics programs; Top school of public health"
University of Wisconsin Population Health Institute,wisc.edu,https://uwph.pophealth.wisc.edu,academic,Academic Medical Centers; Custom; Population Health Institute,high,Academic; Academic medical center; SPH/Medicine; Translates research for policy; adjunct/epi potential; failure_reason=no_content
University of Wisconsin School of Medicine,med.wisc.edu,https://www.med.wisc.edu/about,google_harvest,Academic Medical Center; About Us - Employment Opportunities - School of Medicine,high,University of Wisconsin medical school employment opportunities
University of Wisconsin-Milwaukee Zilber School of Public Health,uwm.edu,https://uwm.edu/publichealth,academic,School of Public Health,high,UWM public health school
University of Wyoming Public Health,uwyo.edu,https://uwyo.edu/hr/careers,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error timed out>
UNM Health Sciences Center,unm.edu,https://hsc.unm.edu,academic,Academic Medical Center; Career Opportunities; Health Sciences Center,high,Also seen under domain hsc.unm.edu; New Mexico academic medical center; University of New Mexico health sciences career opportunities
UNM Health System,unmhealth.com,https://www.unmhealth.com,hospital_system,Academic Hospital,high,Albuquerque NM teaching hospital system including UNM Children's Hospital and Cancer Center
UNT Health Science Center,unthealth.edu,https://www.unthealth.edu,academic,Academic Medical Center; Health Sciences Center; UNT Health Fort Worth,high,Academic medical center; Academic medical center with translational research institutes; Fort Worth Texas HSC; Health disparities and translational research centers
UNU International Institute for Global Health,unu.edu,https://unu.edu/iigh,global_health_ngo,International Research; Global health inequalities research and capacity building,high,UN University global health research institute
UofL Health,uoflhealth.org,https://uoflhealth.org,org_harvest,Academic Medical Center; UofL Health | Louisville Hospital and Health Care System,high,Partnership with University of Louisville School of Medicine; Academic health system; Academic health system with 250+ physician practice locations
UPMC Health Plan,upmchealthplan.com,https://www.upmchealthplan.com,payer_vbc,Health Insurance; Access to hospitals doctors and customer service,high,Pennsylvania health insurer
Urban Health Plan,urbanhealthplan.org,https://www.urbanhealthplan.org,payer_vbc,Health Insurance; Medicare and Medicaid plans Health Connector employer plans,high,Community health plan
Urban Institute Federal,urban.org,https://www.urban.org/careers,Federal Contractors,Federal Contractors; Research Organizations,medium,Federal health research/contractor; Health policy research
USA Center for Rural Public Health Preparedness,usacenter.tamiu.edu,https://usacenter.tamiu.edu,environmental_occupational_health,Academic Center; Public Health Preparedness,high,Texas A&M International University CDC-funded center focusing on rural public health preparedness
USC Keck School of Medicine,keck.usc.edu,https://keck.usc.edu,academic,Academic Medical Center; Careers - Department of Population and Public Health Sciences; Medical School,high,USC academic medical school; USC medical school population health sciences careers
UT Center for Industrial Services,cis.tennessee.edu,https://cis.tennessee.edu,environmental_occupational_health,University Center; Other,high,University of Tennessee center providing industrial consulting and business improvement services
UT Health San Antonio,uthscsa.edu,https://uthscsa.edu,academic,Academic Medical Center; Academic Medical Centers; Careers | Population Health Sciences - School of Medicine; Workday,high,Also seen under domain uthscsa.uthhealth.edu; SPH/Medicine; UT Health population health sciences careers; University of Texas HSC San Antonio; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error timed out>
UT Southwestern O'Donnell School of Public Health,utsouthwestern.edu,https://sph.utsouthwestern.edu,hospital_system,Academic Hospital; Academic Medical Centers; Careers at O'Donnell School of Public Health; Hospital Systems; School of Public Health; Taleo; University,high,Academic; Also seen under domain osph.utsouthwestern.edu; Dallas TX academic medical center with children's hospital; Hospital/cancer center; UT Southwestern Medical Center; UT Southwestern public health school career opportunities; failure_reason=no_matching_roles; population health research
UTHealth Houston,uth.edu,https://www.uth.edu/careers/,Academic Medical Centers,Academic Medical Centers; Unknown,medium,Academic; Fetch: HTTP Error 403: Forbidden; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 403: Forbidden
UTHealth Houston School of Public Health,sph.uth.edu,https://sph.uth.edu,academic,Campuses - UTHealth Houston School of Public Health; School of Public Health; University,high,"Academic employer for epidemiologists and biostatisticians; Multiple campuses across Texas; Solutions for public health problems, partners with city of Houston; Texas publicly funded graduate school"
UVA Health,uvahealth.com,https://uvahealth.com,academic,About Us | UVA Health; Academic Medical Center,high,Integrated health system with world-class academic medical center and research; Major academic medical center with clinical research; Strong clinical research infrastructure; University of Virginia health system
UW Health,uwhealth.org,https://www.uwhealth.org,hospital_system,Academic Hospital,high,University of Wisconsin Hospitals and Clinics academic health system
V2X,v2x.com,https://www.v2x.com/careers/,Federal Contractors,Federal Contractors; Unknown,medium,Federal health research/contractor; Fetch: HTTP Error 404: Not Found; failure_reason=fetch_failed:HTTP Error 404: Not Found; iCIMS
Valley Children's Healthcare,valleychildrens.org,https://careers.valleychildrens.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
Valley Health Plan,valleyhealthplan.org,https://www.valleyhealthplan.org,payer_vbc,Care Management; Care management program case management care coordination,high,Care management services
Valley Health System,valleyhealth.com,https://www.valleyhealth.com,hospital_system,Regional Health System,high,New Jersey regional health system
Valor Health Plans,valorhealthplan.com,https://www.valorhealthplan.com,payer_vbc,Medicare Advantage; Medicare Advantage HMO-SNP for long-term care,high,Medicare Advantage plan
Vanderbilt University Medical Center,vumc.org,https://www.vumc.org,hospital_system,Academic Hospital; Academic Medical Centers; Unknown,high,Policy research; R19 new; SPH/Medicine; Vanderbilt Institute for Population and Public Health including children's hospital; Workday; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
VCU Health,vcuhealth.org,https://www.vcuhealth.org,hospital_system,Academic Hospital; academic research lab; injury and violence prevention research,high,Academic medical center research lab with dedicated injury and violence prevention mission; Virginia Commonwealth University Health System with discovery and innovation focus
VCU School of Public Health,vcu.edu,https://sph.vcu.edu,academic,Academic Medical Centers; School of Public Health; Workday,high,SPH/Medicine; Virginia Commonwealth University; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Veeva Systems,veeva.com,https://www.veeva.com,pharma_biotech,AI; Custom; Digital Health; Industry cloud for life sciences with software; Other; and consulting; data,medium,Life sciences cloud; Software and cloud services for life sciences; failure_reason=no_matching_roles
Velocity Clinical Research,velocityclinical.com,https://velocityclinical.com/careers,google_harvest,CRO; Careers,high,Clinical research organization with integrated research sites
Veradigm,veradigm.com,https://veradigm.com/real-world-evidence,cro_heor_rwe,AI-powered real-world evidence and outcomes research insights; Clinical Data; Digital Health; EHR; EHR Data; RWE; Unknown,high,Digital health/RWE; EHR/claims; Fetch: HTTP Error 403: Forbidden; RWE company reshaping HEOR and life sciences innovation; Real-world evidence services leveraging EHR-sourced clinical registry populations; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Veramed,veramed.com,https://veramed.com/careers/,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,Biostatistics/RWE; failure_reason=no_matching_roles
Verana Health,veranahealth.com,https://veranahealth.com/careers/,Digital Health,Consulting; Digital Health; HEOR; RWE,medium,HEOR/RWE/epi consulting; Ophthalmology RWD
Verantos,verantos.com,https://verantos.com/about,cro_heor_rwe,RWE; Real-world evidence for clinical regulatory and reimbursement purposes,high,High-validity RWE generation
Verato,verato.com,https://www.verato.com,clinical_informatics_healthit,Health IT; Master data management cloud platform for patient matching and data integrity,high,Healthcare patient identity and MDM platform
Verily,verily.com,https://www.verily.com,pharma_biotech,Precision Medicine; Building the future of precision health; AI-native platform for complex health data,medium,Health tech and precision medicine; Google subsidiary
Vertex Pharmaceuticals,vrtx.com,https://www.vrtx.com/careers/,Biotech Companies,Biotech Companies; Unknown,medium,Fetch: HTTP Error 403: Forbidden; HEOR; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Veterans Evaluation Services,ves.com,https://www.ves.com/careers,Federal Contractors,Custom; Federal Contractors,medium,VA disability exams; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Veterans Health Administration,va.gov,https://www.research.va.gov,hospital_system,VA Medical Center,high,Operates 115+ VA facilities nationwide including Washington VA and Central Virginia VA Health Care System
Vigour Communications,vigourcommunications.com,https://www.vigourcommunications.com,medical_communications,Medical Communications; High-science medical communications agency translating complex data into clear evidence-based strategies for EU and APAC regions,high,Company homepage - medical communications agency for EU and APAC
VillageMD,villagemd.com,https://www.villagemd.com/careers,Digital Health,Digital Health,medium,Primary care
Vir Biotechnology,vir.bio,https://www.vir.bio/careers/,Biotech Companies,Biotech Companies; Greenhouse (embedded),medium,Infectious disease biotech; failure_reason=no_matching_roles
Virginia Cardinal Care,virginiamanagedcare.com,https://www.virginiamanagedcare.com,payer_vbc,Medicaid Managed Care; Virginia Medicaid managed care program,high,State Medicaid MCO
Virginia Department of Health,virginia.gov,https://www.jobs.virginia.gov/,Government / Public Health,Custom; Government; Public Health,medium,State public health; failure_reason=no_matching_roles
Virginia Health Information,vhi.org,https://www.vhi.org,clinical_informatics_healthit,General; HIE; Health Information Exchange; Virginia; Virginia statewide health information exchange for secure clinical data sharing,high,Connects collects and reports Virginia healthcare data and statewide exchange programs; Virginia state-designated HIE
Virginia Mason Franciscan Health,vmfh.org,https://www.vmfh.org,hospital_system,Hospital System,high,Seattle-area integrated health system including Virginia Mason Medical Center
Virta Health,virtahealth.com,https://www.virtahealth.com/careers,Digital Health,Digital Health,medium,Diabetes digital
Virtua Health,virtua.org,https://jobs.virtua.org/,Hospital Systems,Hospital Systems; Workday,medium,Hospital system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
VisionQuest National,vq.com,https://www.vq.com,behavioral_mental_health,Substance use treatment organization / Behavioral health company; Child youth and family services with trauma-informed evidence-based care,high,National child youth and family services organization with trauma-informed care across multiple states
Vivify Health,vivifyhealth.com,https://vivifyhealth.com,digital_health,Digital Health; Remote patient monitoring and connected care delivery,high,Connected healthcare delivery platform
Viz.ai,viz.ai,https://www.viz.ai,ai_clinical_datascience,Clinical AI; AI-powered care coordination platform for disease detection and workflow optimization,high,Company homepage; page 2
Wadsworth Center,wadsworth.org,https://www.wadsworth.org/about-us,google_harvest,Research Institute; Employment Opportunities | New York State Department of Health,high,New York State research institute employment opportunities
Wake Forest Baptist Health,wakehealth.edu,https://jobs.wakehealth.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,Academic medical center; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Walter Reed National Military Medical Center,walterreed.tricare.mil,https://walterreed.tricare.mil,hospital_system,VA Medical Center,high,Defense Health Agency component and premier military treatment facility
Washington GISHAB (Governors Industrial Safety and Health Advisory Board),gishab.org,https://gishab.org,environmental_occupational_health,"State Advisory Board; Occupational Health, Injury Prevention",high,State-level advisory board promoting safe working environments in Washington
Washington Healthplanfinder,wahealthplanfinder.org,https://www.wahealthplanfinder.org,payer_vbc,Other; Washington health plan marketplace and exchange,high,State health insurance exchange
Washington University Bursky School of Public Health,wustl.edu,https://publichealth.wustl.edu,academic,Academic Medical Centers; Hospital Systems; School of Public Health,high,Hospital/cancer center; SPH/Medicine; St. Louis AMC; WashU interdisciplinary public health; adjunct/epi potential; population health research
Wayne State University School of Medicine Public Health,wayne.edu,https://jobs.wayne.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
Weber Shandwick Health,webershandwick.com,https://www.webershandwick.com/careers,Medical Communications,Medical Communications; Workday,medium,Medical/scientific communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
WeGuide,weguide.health,https://www.weguide.health,rwd_registry,Evidence Generation; Patient Registry Platform,high,Real-world evidence platform and patient registry management software
Weill Cornell Clinical and Translational Science Center,ctscweb.weill.cornell.edu,https://ctscweb.weill.cornell.edu,org_harvest,Academic Medical Center; Clinical & Translational Science Center | Weill Cornell Medicine,high,Part of Weill Cornell Medicine; Clinical research center; Core laboratory services and translational research informatics
Weill Cornell Medicine,weill.cornell.edu,https://careers.weill.cornell.edu/,Academic Medical Centers,Academic Medical Centers; SuccessFactors,medium,Academic medical center; failure_reason=no_matching_roles
Welby Health,welbyhealth.com,https://welbyhealth.com,digital_health,Health AI; AI-powered remote patient monitoring and transitional care,high,WelbyCare platform for proactive population health
WellSpan Health,wellspan.org,https://jobs.wellspan.org/,Hospital Systems,Hospital Systems; Workday,medium,Pennsylvania system; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
West Virginia Department of Health,personnel.wv.gov,https://personnel.wv.gov/,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=no_matching_roles
Westat Federal,westat.com,https://www.westat.com/careers/,Federal Contractors,Federal Contractors; Research Organizations,medium,Federal health research/contractor; Federal health statistics; Federal health stats; Public health evaluation; R20 new
Wheel,wheel.com,https://www.wheel.com/careers,Digital Health,Digital Health,medium,Clinician network
Wisconsin Diagnostic Laboratories,wisconsindiagnostic.com,https://www.wisconsindiagnostic.com,med_device_diagnostics,Laboratory Medicine; Complete laboratory testing services and specimen transportation,high,Regional clinical laboratory
Wisconsin Health Information Organization,whio.org,https://whio.org,rwd_registry,Health Data Network; State Health Data,high,State health data organization equipping Wisconsin healthcare leaders with objective data
Wisconsin Statewide Health Information Network,wishin.org,https://wishin.org,rwd_registry,Health Information Exchange; State Health Information Exchange,high,Wisconsin state-designated statewide vendor-agnostic HIE entity
Wolters Kluwer Health,wolterskluwer.com,https://www.wolterskluwer.com/en/health,org_harvest,Health Technology; Health,medium,Employs data scientists and health informatics professionals; Healthcare information and analytics company; Transforms complex healthcare data into trusted foundation for clinical and operational success
Wooster Community Hospital,woosterhospital.org,https://www.woosterhospital.org,hospital_system,Regional Health System,medium,Independent community hospital serving Wayne County Ohio area
Word Monster,wordmonster.agency,https://wordmonster.agency,medical_communications,Medical Communications; Award-winning medical communications agency powered by deep scientific expertise,medium,Company homepage - medical communications agency
World Health Organization (WHO),who.int,https://www.who.int,global_health_ngo,Careers at WHO; Clinical Registry; General; Global Health; Public Health Organization; UN agency coordinating international public health policy and response; World Health Organization (WHO),high,"Global health surveillance, disease control, health policy; International health organization; International public health organization with epidemiology and research positions; Multilateral UN health agency; UN agency working to promote health and serve the vulnerable; WHO clinical registry platform for health facilities"
World Heart Federation,worldheart.org,https://www.worldheart.org,global_health_ngo,Global Health; Cardiovascular disease prevention and advocacy,high,Global cardiovascular health NGO
World Vision International,wvi.org,https://www.wvi.org,global_health_ngo,Humanitarian Health; Relief development and child health programs,high,Christian humanitarian relief organization
Worldwide Clinical Trials,worldwide.com,https://www.worldwide.com,cro_heor_rwe,CRO; Consulting; Global full-service contract research organization; HEOR; RWE,high,30+ years therapeutic experience; CRO; HEOR/RWE/epi consulting; R20 new
WTT Solutions,wtt-solutions.com,https://wtt-solutions.com,ai_clinical_datascience,Predictive Analytics; Predictive Analytics Healthcare Company - advanced healthcare analytics for patient outcomes,high,Company homepage; page 3
WVU School of Public Health,wvu.edu,https://publichealth.wvu.edu,academic,Academic Medical Centers; School of Public Health; Workday,high,Only SPH in West Virginia; SPH/Medicine; adjunct/epi potential; failure_reason=fetch_failed:HTTP Error 404: Not Found
Xcenda (AmerisourceBergen),xcenda.com,https://xcenda.com/careers/,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Unknown,medium,HEOR/market access; R20 new; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>
Yale New Haven Health System,ynhhs.org,https://research-support.yale.edu,hospital_system,Hospital System,high,Yale-affiliated integrated health system in Connecticut
Yale School of Medicine HEOR vendors,yalehealtheconomics.com,https://www.yalehealtheconomics.com/,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Unknown,medium,Fetch: <urlopen error [Errno -2] Name or service not known>; Niche HEOR; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Yale School of Public Health,yale.edu,https://ysph.yale.edu,academic,Academic Medical Centers; Phenom; Public Health Jobs & Careers; School of Public Health; University; Yale School of Public Health,high,"Also seen under domain ysph.yale.edu; Digital health equity conference, national public health events; Ivy League public health school; Programs in chronic disease epidemiology and biostatistics; SPH/Medicine; Top university school of public health with career opportunities; Top-tier school of public health; YCORE; adjunct/epi potential; failure_reason=no_matching_roles"
YHEC,yhec.co.uk,https://www.yhec.co.uk/careers/,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,HEOR academic consulting; HEOR/RWE/epi consulting; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Zimmer Biomet,zimmerbiomet.com,https://careers.zimmerbiomet.com/us/en,Pharmaceutical Companies,Pharmaceutical Companies; Phenom,medium,Device; failure_reason=no_matching_roles
ZS Associates,zs.com,https://jobs.zs.com/jobs,HEOR / RWE / Consulting,Consulting; HEOR; RWE; iCIMS,medium,Consulting/HEOR; failure_reason=no_matching_roles
Zus Health,zushealth.com,https://zushealth.com/careers,Digital Health,Digital Health; Greenhouse (embedded),medium,Digital health/RWE; Health data platform; failure_reason=no_matching_roles
Zynix AI,zynix.ai,https://zynix.ai,ai_clinical_datascience,Healthcare AI; Value-based care and ACO management for 1M+ patients across 30 states,high,Company homepage; page 11
